time (seconds),encoderLeft (meters),encoderRight (meters)
120.899,0.8619644641876221,0.5619009733200073
120.996,0.8644556999206543,0.564416229724884
121.101,0.866946816444397,0.5669313669204712
121.201,0.8694380521774292,0.5694466233253479
121.305,0.8719292283058167,0.5719618201255798
121.401,0.8744203448295593,0.5744770169258118
121.504,0.8769115209579468,0.5769922137260437
121.596,0.8794026970863342,0.5795074105262756
121.701,0.8818938732147217,0.5820226669311523
121.801,0.8844045400619507,0.5845581889152527
121.902,0.8869152665138245,0.5870938301086426
121.997,0.8894259929656982,0.5896294116973877
122.098,0.891936719417572,0.5921649932861328
122.197,0.894447386264801,0.5947005748748779
122.302,0.8969581127166748,0.597236156463623
122.398,0.8994688391685486,0.5997717976570129
122.502,0.9019795656204224,0.6023073792457581
122.6,0.9044902324676514,0.6048429608345032
122.698,0.9070008993148804,0.6073784828186035
122.797,0.9095337986946106,0.6099395155906677
122.902,0.9120666980743408,0.6125005483627319
123.001,0.9145995378494263,0.6150615811347961
123.104,0.9171324372291565,0.6176226735115051
123.197,0.9196653366088867,0.6201837062835693
123.299,0.9221981763839722,0.6227447390556335
123.398,0.9247310757637024,0.6253058314323425
123.501,0.9272639751434326,0.6278668642044067
123.601,0.9297968149185181,0.630427896976471
123.695,0.9323297142982483,0.6329889297485352
123.798,0.9348626136779785,0.6355500221252441
123.892,0.9374226927757263,0.6381437182426453
124,0.9399828314781189,0.6407374739646912
124.093,0.9425429701805115,0.6433312296867371
124.195,0.9451030492782593,0.645924985408783
124.296,0.9476631879806519,0.6485187411308289
124.397,0.9502232670783997,0.6511124968528748
124.499,0.9527834057807922,0.6537063121795654
124.596,0.9553435444831848,0.6563000679016113
124.701,0.9579036235809326,0.6588938236236572
124.795,0.9604637622833252,0.6614875793457031
124.903,0.9630596041679382,0.6641243100166321
125,0.9656553864479065,0.6667609810829163
125.099,0.9682511687278748,0.6693975925445557
125.196,0.970846951007843,0.6720342636108398
125.297,0.9734427332878113,0.6746709942817688
125.4,0.9760385751724243,0.677307665348053
125.499,0.9786343574523926,0.6799443364143372
125.597,0.9812300801277161,0.6825809478759766
125.681,0.9838259220123291,0.6852176189422607
125.801,0.9864217042922974,0.6878543496131897
125.901,0.9890658855438232,0.6905475854873657
126.001,0.9917101263999939,0.6932409405708313
126.101,0.9943543076515198,0.6959342360496521
126.201,0.9969986081123352,0.6986275911331177
126.301,0.9996427297592163,0.7013208270072937
126.404,1.0022869110107422,0.7040141820907593
126.509,1.0049312114715576,0.7067074775695801
126.601,1.0075753927230835,0.7094007730484009
126.696,1.0102195739746094,0.7120940685272217
126.802,1.0128637552261353,0.7147873640060425
126.903,1.0155737400054932,0.7175543904304504
127.001,1.018283724784851,0.7203214764595032
127.096,1.020993709564209,0.7230885028839111
127.197,1.023703694343567,0.7258555889129639
127.301,1.0264136791229248,0.7286226749420166
127.394,1.0291236639022827,0.7313897609710693
127.493,1.0318336486816406,0.7341567873954773
127.599,1.0345436334609985,0.73692387342453
127.699,1.0372536182403564,0.739690899848938
127.8,1.0399636030197144,0.7424579858779907
127.904,1.0427603721618652,0.745317816734314
128.002,1.0455571413040161,0.7481777667999268
128.094,1.0483540296554565,0.7510377168655396
128.2,1.0511507987976074,0.7538976073265076
128.297,1.0539476871490479,0.7567575573921204
128.39,1.0567444562911987,0.7596174478530884
128.498,1.0595412254333496,0.7624773383140564
128.601,1.0623379945755005,0.7653372883796692
128.699,1.0651347637176514,0.7681971788406372
128.8,1.0679316520690918,0.77105712890625
128.897,1.0708369016647339,0.7740275263786316
128.999,1.073742151260376,0.776997983455658
129.1,1.0766475200653076,0.7799684405326843
129.203,1.0795527696609497,0.7829388976097107
129.3,1.0824580192565918,0.7859092354774475
129.398,1.0853633880615234,0.7888796925544739
129.498,1.0882686376571655,0.7918501496315002
129.601,1.0911740064620972,0.7948206067085266
129.702,1.0940792560577393,0.797791063785553
129.797,1.0969845056533813,0.8007614612579346
129.887,1.1000151634216309,0.8038533329963684
129.998,1.1030458211898804,0.8069452047348022
130.094,1.1060764789581299,0.8100371360778809
130.204,1.1091071367263794,0.8131290078163147
130.301,1.112137794494629,0.8162209391593933
130.399,1.1151683330535889,0.8193128108978271
130.498,1.1181989908218384,0.8224047422409058
130.601,1.121229648590088,0.8254966735839844
130.699,1.1242603063583374,0.8285885453224182
130.8,1.127290964126587,0.8316804766654968
130.905,1.1303216218948364,0.8347724080085754
131.003,1.1334834098815918,0.8379848003387451
131.101,1.1366451978683472,0.8411971926689148
131.2,1.139807105064392,0.8444095849990845
131.303,1.1429688930511475,0.8476220369338989
131.397,1.1461306810379028,0.8508344292640686
131.501,1.1492925882339478,0.8540468215942383
131.6,1.1524543762207031,0.8572592735290527
131.704,1.1556161642074585,0.8604716658592224
131.8,1.1587780714035034,0.8636841177940369
131.898,1.1620616912841797,0.8670017719268799
132,1.165345311164856,0.8703194260597229
132.101,1.1686290502548218,0.8736371994018555
132.209,1.171912670135498,0.8769548535346985
132.301,1.1751964092254639,0.880272626876831
132.402,1.1784800291061401,0.8835902810096741
132.502,1.181763768196106,0.8869079947471619
132.601,1.1850473880767822,0.8902257084846497
132.699,1.188331127166748,0.8935434222221375
132.798,1.1916147470474243,0.8968611359596252
132.901,1.1949965953826904,0.9002570509910583
133.005,1.1983784437179565,0.9036530256271362
133.102,1.2017602920532227,0.9070490598678589
133.198,1.2051421403884888,0.9104450345039368
133.297,1.2085239887237549,0.9138410091400146
133.398,1.2119059562683105,0.9172369837760925
133.502,1.2152878046035767,0.9206330180168152
133.592,1.2186696529388428,0.9240289926528931
133.705,1.2220515012741089,0.927424967288971
133.806,1.225433349609375,0.9308209419250488
133.902,1.2288153171539307,0.9342169761657715
134.004,1.2322628498077393,0.9376585483551025
134.102,1.2357103824615479,0.9411001801490784
134.2,1.2391579151153564,0.9445417523384094
134.299,1.2426055669784546,0.9479833841323853
134.398,1.2460530996322632,0.9514250159263611
134.497,1.2495006322860718,0.9548666477203369
134.604,1.25294828414917,0.9583082795143127
134.702,1.2563958168029785,0.9617499113082886
134.8,1.2598434686660767,0.9651915431022644
134.902,1.2633225917816162,0.9686470627784729
134.998,1.2668017148971558,0.9721025824546814
135.102,1.2702808380126953,0.9755581021308899
135.201,1.2737600803375244,0.9790136218070984
135.301,1.277239203453064,0.9824691414833069
135.4,1.2807183265686035,0.9859246611595154
135.499,1.284197449684143,0.9893801808357239
135.602,1.2876766920089722,0.9928357005119324
135.699,1.2911558151245117,0.9962912201881409
135.802,1.2946349382400513,0.9997466802597046
135.901,1.2981153726577759,1.0031895637512207
136.001,1.3015958070755005,1.0066324472427368
136.101,1.3050763607025146,1.010075330734253
136.197,1.3085567951202393,1.013518214225769
136.301,1.3120373487472534,1.0169610977172852
136.407,1.3155176639556885,1.0204039812088013
136.508,1.3189982175827026,1.0238468647003174
136.599,1.3224786520004272,1.027289628982544
136.698,1.3259590864181519,1.03073251247406
136.799,1.3294395208358765,1.0341753959655762
136.902,1.332897424697876,1.037585735321045
137.001,1.336355209350586,1.0409959554672241
137.103,1.3398131132125854,1.0444061756134033
137.201,1.343271017074585,1.047816514968872
137.303,1.346728801727295,1.0512267351150513
137.404,1.3501867055892944,1.0546369552612305
137.5,1.3536444902420044,1.0580472946166992
137.6,1.357102394104004,1.0614575147628784
137.701,1.3605602979660034,1.0648677349090576
137.798,1.3640180826187134,1.0682780742645264
137.899,1.367475986480713,1.0716882944107056
137.998,1.3708938360214233,1.07505202293396
138.1,1.3743115663528442,1.0784157514572144
138.199,1.3777294158935547,1.0817794799804688
138.299,1.3811471462249756,1.0851432085037231
138.397,1.384564995765686,1.0885069370269775
138.501,1.3879828453063965,1.0918705463409424
138.59,1.3914005756378174,1.0952342748641968
138.699,1.3948184251785278,1.0985980033874512
138.798,1.3982362747192383,1.1019617319107056
138.905,1.401602029800415,1.1052697896957397
139.001,1.4049677848815918,1.1085777282714844
139.101,1.408333420753479,1.111885666847229
139.196,1.4116991758346558,1.1151936054229736
139.285,1.4150649309158325,1.1185015439987183
139.399,1.4184306859970093,1.1218096017837524
139.5,1.421796441078186,1.125117540359497
139.601,1.4251621961593628,1.1284254789352417
139.7,1.4285279512405396,1.1317335367202759
139.798,1.4318937063217163,1.1350414752960205
139.901,1.435259461402893,1.1383494138717651
140.001,1.4385652542114258,1.1415959596633911
140.1,1.4418710470199585,1.1448423862457275
140.198,1.4451767206192017,1.1480886936187744
140.3,1.4484825134277344,1.1513352394104004
140.399,1.451788306236267,1.1545816659927368
140.491,1.4550940990447998,1.1578280925750732
140.59,1.458399772644043,1.1610743999481201
140.697,1.4617055654525757,1.1643208265304565
140.801,1.4650112390518188,1.167567253112793
140.899,1.4682520627975464,1.1707487106323242
141.002,1.4714927673339844,1.173930048942566
141.102,1.474733591079712,1.1771113872528076
141.202,1.47797429561615,1.1802927255630493
141.299,1.481215000152588,1.183474063873291
141.398,1.4844558238983154,1.1866555213928223
141.5,1.4876965284347534,1.189836859703064
141.602,1.490937352180481,1.1930181980133057
141.699,1.494178056716919,1.1961995363235474
141.8,1.4974188804626465,1.1993809938430786
141.911,1.500591516494751,1.2024953365325928
141.999,1.503764271736145,1.205609679222107
142.1,1.506937026977539,1.208724021911621
142.2,1.5101096630096436,1.2118382453918457
142.306,1.5132824182510376,1.2149525880813599
142.402,1.516455054283142,1.218066930770874
142.501,1.5196278095245361,1.2211812734603882
142.601,1.5228004455566406,1.2242954969406128
142.703,1.5259732007980347,1.2274099588394165
142.795,1.5291458368301392,1.2305241823196411
142.899,1.532248854637146,1.2335705757141113
142.997,1.5353518724441528,1.2366169691085815
143.098,1.5384548902511597,1.2396632432937622
143.199,1.5415579080581665,1.2427096366882324
143.302,1.5446609258651733,1.245755910873413
143.396,1.5477639436721802,1.2488023042678833
143.501,1.550866961479187,1.251848578453064
143.601,1.5539699792861938,1.2548949718475342
143.702,1.5570729970932007,1.2579412460327148
143.797,1.5601760149002075,1.260987639427185
143.899,1.5632086992263794,1.2639658451080322
144,1.5662412643432617,1.2669439315795898
144.098,1.5692739486694336,1.269922137260437
144.189,1.572306513786316,1.2729002237319946
144.301,1.5753391981124878,1.2758784294128418
144.403,1.5783718824386597,1.2788565158843994
144.498,1.581404447555542,1.2818347215652466
144.601,1.5844370126724243,1.2848128080368042
144.704,1.5874698162078857,1.2877910137176514
144.804,1.590502381324768,1.290769100189209
144.897,1.5934646129608154,1.2936792373657227
145.001,1.5964268445968628,1.2965894937515259
145.102,1.5993890762329102,1.2994996309280396
145.2,1.602351427078247,1.3024098873138428
145.294,1.6053136587142944,1.3053200244903564
145.396,1.6082758903503418,1.3082302808761597
145.513,1.6112381219863892,1.3111404180526733
145.601,1.6142003536224365,1.3140506744384766
145.701,1.6171627044677734,1.3169608116149902
145.798,1.6201249361038208,1.3198710680007935
145.895,1.6230173110961914,1.3227139711380005
146.001,1.625909686088562,1.3255568742752075
146.1,1.628801941871643,1.3283997774124146
146.201,1.6316943168640137,1.3312426805496216
146.307,1.6345866918563843,1.3340855836868286
146.401,1.6374789476394653,1.336928367614746
146.506,1.640371322631836,1.3397712707519531
146.601,1.6432636976242065,1.3426141738891602
146.69,1.6461560726165771,1.3454570770263672
146.801,1.6490484476089478,1.3482999801635742
146.897,1.651871681213379,1.3510764837265015
146.987,1.6546950340270996,1.3538529872894287
147.093,1.6575182676315308,1.356629490852356
147.199,1.660341501235962,1.3594058752059937
147.298,1.6631648540496826,1.362182378768921
147.4,1.6659880876541138,1.3649588823318481
147.5,1.6688114404678345,1.3677353858947754
147.604,1.6716346740722656,1.3705118894577026
147.7,1.6744579076766968,1.3732883930206299
147.802,1.6772812604904175,1.3760647773742676
147.903,1.6800365447998047,1.3787760734558105
147.995,1.682791829109192,1.381487250328064
148.098,1.6855472326278687,1.3841984272003174
148.2,1.6883025169372559,1.3869096040725708
148.301,1.691057801246643,1.3896207809448242
148.397,1.6938130855560303,1.3923319578170776
148.497,1.696568489074707,1.395043134689331
148.604,1.6993237733840942,1.397754430770874
148.7,1.702079176902771,1.4004656076431274
148.799,1.7048343420028687,1.4031767845153809
148.9,1.7075231075286865,1.4058239459991455
148.999,1.7102117538452148,1.4084711074829102
149.094,1.7129004001617432,1.4111182689666748
149.2,1.715588927268982,1.4137654304504395
149.302,1.7182776927947998,1.416412591934204
149.403,1.7209663391113281,1.4190597534179688
149.496,1.7236549854278564,1.421707034111023
149.601,1.7263436317443848,1.4243541955947876
149.7,1.729032278060913,1.4270013570785522
149.802,1.7317209243774414,1.4296483993530273
149.907,1.7343443632125854,1.4322330951690674
149.999,1.73696768283844,1.4348175525665283
150.098,1.7395912408828735,1.4374021291732788
150.199,1.742214560508728,1.4399865865707397
150.308,1.744837999343872,1.4425711631774902
150.404,1.7474614381790161,1.4451557397842407
150.501,1.7500847578048706,1.4477401971817017
150.599,1.7527081966400146,1.4503246545791626
150.704,1.7553316354751587,1.452909231185913
150.8,1.7579550743103027,1.4554938077926636
150.901,1.760514736175537,1.458017110824585
151,1.763074517250061,1.460540533065796
151.099,1.7656341791152954,1.4630638360977173
151.19,1.7681939601898193,1.4655872583389282
151.292,1.7707536220550537,1.4681105613708496
151.392,1.7733134031295776,1.470633864402771
151.499,1.775873064994812,1.473157286643982
151.601,1.778432846069336,1.4756805896759033
151.698,1.7809925079345703,1.4782040119171143
151.8,1.7835522890090942,1.4807273149490356
151.901,1.7860498428344727,1.4831910133361816
151.999,1.7885475158691406,1.4856547117233276
152.101,1.791045069694519,1.4881184101104736
152.203,1.793542742729187,1.4905822277069092
152.303,1.7960402965545654,1.4930458068847656
152.402,1.7985379695892334,1.4955095052719116
152.5,1.8010355234146118,1.4979733228683472
152.603,1.8035331964492798,1.5004369020462036
152.697,1.8060307502746582,1.5029006004333496
152.796,1.8085284233093262,1.5053642988204956
152.903,1.8109655380249023,1.5077699422836304
152.998,1.813402771949768,1.5101755857467651
153.1,1.8158398866653442,1.5125812292099
153.199,1.8182770013809204,1.5149867534637451
153.298,1.8207142353057861,1.5173923969268799
153.394,1.8231513500213623,1.5197980403900146
153.506,1.825588583946228,1.5222035646438599
153.594,1.8280256986618042,1.5246092081069946
153.696,1.8304628133773804,1.5270147323608398
153.798,1.832900047302246,1.5294203758239746
153.901,1.8352783918380737,1.5317695140838623
154,1.8376567363739014,1.53411865234375
154.101,1.840035080909729,1.5364676713943481
154.198,1.8424135446548462,1.5388168096542358
154.301,1.8447917699813843,1.541165828704834
154.401,1.847170114517212,1.5435148477554321
154.501,1.8495484590530396,1.5458638668060303
154.599,1.8519269227981567,1.548213005065918
154.702,1.8543052673339844,1.5505620241165161
154.801,1.856683611869812,1.5529111623764038
154.899,1.8590048551559448,1.5552053451538086
154.997,1.8613260984420776,1.5574994087219238
155.101,1.8636473417282104,1.5597935914993286
155.201,1.8659685850143433,1.5620877742767334
155.29,1.868289828300476,1.5643818378448486
155.403,1.8706110715866089,1.5666760206222534
155.495,1.8729323148727417,1.5689702033996582
155.593,1.8752535581588745,1.571264386177063
155.701,1.8775748014450073,1.5735584497451782
155.796,1.8798960447311401,1.575852632522583
155.899,1.8821617364883423,1.578093409538269
156.001,1.884427547454834,1.5803340673446655
156.103,1.8866933584213257,1.5825749635696411
156.208,1.8889590501785278,1.5848156213760376
156.3,1.8912248611450195,1.5870563983917236
156.4,1.8934905529022217,1.5892971754074097
156.504,1.8957563638687134,1.5915379524230957
156.597,1.8980220556259155,1.5937787294387817
156.704,1.9002878665924072,1.5960195064544678
156.801,1.902553677558899,1.5982602834701538
156.898,1.9047656059265137,1.6004492044448853
156.997,1.9069775342941284,1.6026381254196167
157.102,1.9091894626617432,1.6048271656036377
157.2,1.911401391029358,1.6070160865783691
157.301,1.9136133193969727,1.6092050075531006
157.4,1.9158252477645874,1.611393928527832
157.501,1.9180371761322021,1.613582968711853
157.601,1.920249104499817,1.6157718896865845
157.697,1.9224610328674316,1.617960810661316
157.803,1.9246728420257568,1.6201497316360474
157.901,1.9268325567245483,1.6222883462905884
158.001,1.9289922714233398,1.6244269609451294
158.102,1.9311519861221313,1.6265655755996704
158.2,1.9333115816116333,1.6287041902542114
158.299,1.9354712963104248,1.630842924118042
158.402,1.9376310110092163,1.6329814195632935
158.5,1.9397907257080078,1.635120153427124
158.607,1.9419503211975098,1.637258768081665
158.704,1.9441100358963013,1.639397382736206
158.789,1.9462697505950928,1.641535997390747
158.902,1.9484294652938843,1.643674612045288
159.001,1.9505385160446167,1.6457644701004028
159.095,1.9526474475860596,1.647854208946228
159.201,1.954756498336792,1.6499440670013428
159.3,1.9568655490875244,1.6520339250564575
159.401,1.9589745998382568,1.6541236639022827
159.501,1.9610835313796997,1.6562135219573975
159.594,1.9631927013397217,1.6583033800125122
159.7,1.9653016328811646,1.6603931188583374
159.802,1.967410683631897,1.6624829769134521
159.901,1.9694706201553345,1.6645253896713257
160.001,1.9715304374694824,1.6665679216384888
160.101,1.97359037399292,1.6686103343963623
160.197,1.9756503105163574,1.6706527471542358
160.301,1.9777101278305054,1.6726951599121094
160.403,1.9797700643539429,1.674737572669983
160.504,1.9818298816680908,1.6767799854278564
160.594,1.9838898181915283,1.6788225173950195
160.706,1.9859496355056763,1.680864930152893
160.801,1.9880095720291138,1.6829073429107666
160.902,1.990021824836731,1.684903860092163
161.003,1.9920340776443481,1.6869003772735596
161.097,1.9940463304519653,1.6888967752456665
161.2,1.9960585832595825,1.690893292427063
161.298,1.9980708360671997,1.6928898096084595
161.402,2.0000829696655273,1.694886326789856
161.505,2.0020954608917236,1.6968828439712524
161.601,2.004107713699341,1.6988792419433594
161.701,2.006119728088379,1.7008757591247559
161.8,2.008132219314575,1.7028722763061523
161.897,2.0100982189178467,1.7048242092132568
161.991,2.012064218521118,1.7067760229110718
162.101,2.0140302181243896,1.7087279558181763
162.198,2.0159964561462402,1.7106798887252808
162.3,2.0179624557495117,1.7126318216323853
162.4,2.019928455352783,1.7145837545394897
162.496,2.021894693374634,1.7165355682373047
162.601,2.0238606929779053,1.7184875011444092
162.705,2.0258266925811768,1.7204394340515137
162.805,2.0277926921844482,1.7223913669586182
162.903,2.0297141075134277,1.7243000268936157
163.001,2.031635284423828,1.7262086868286133
163.1,2.0335566997528076,1.7281172275543213
163.2,2.035477876663208,1.7300260066986084
163.301,2.0373992919921875,1.7319345474243164
163.397,2.039320468902588,1.7338433265686035
163.501,2.0412418842315674,1.735751986503601
163.602,2.0431630611419678,1.7376606464385986
163.705,2.0450844764709473,1.7395693063735962
163.8,2.0470056533813477,1.7414779663085938
163.899,2.0488836765289307,1.7433446645736694
163.999,2.0507614612579346,1.7452113628387451
164.095,2.0526394844055176,1.7470780611038208
164.201,2.0545172691345215,1.7489447593688965
164.302,2.0563950538635254,1.7508115768432617
164.4,2.0582730770111084,1.7526782751083374
164.501,2.0601508617401123,1.754544973373413
164.601,2.0620288848876953,1.7564116716384888
164.69,2.063906669616699,1.758278489112854
164.801,2.0657846927642822,1.7601451873779297
164.91,2.0676205158233643,1.7619712352752686
165.002,2.0694563388824463,1.7637971639633179
165.101,2.0712921619415283,1.7656232118606567
165.2,2.0731279850006104,1.7674492597579956
165.3,2.0749638080596924,1.7692753076553345
165.401,2.0767996311187744,1.7711013555526733
165.502,2.0786354541778564,1.7729274034500122
165.601,2.0804712772369385,1.774753451347351
165.701,2.0823071002960205,1.77657949924469
165.819,2.0841429233551025,1.7784055471420288
165.901,2.085937976837158,1.7801921367645264
165.999,2.087733030319214,1.781978726387024
166.099,2.0895280838012695,1.7837653160095215
166.2,2.091323137283325,1.785551905632019
166.299,2.093118190765381,1.7873384952545166
166.401,2.0949132442474365,1.7891250848770142
166.502,2.096708297729492,1.7909116744995117
166.599,2.098503351211548,1.7926982641220093
166.698,2.1002984046936035,1.7944848537445068
166.798,2.102093458175659,1.7962714433670044
166.899,2.103848934173584,1.7980197668075562
166.999,2.105604648590088,1.799768090248108
167.098,2.1073601245880127,1.8015164136886597
167.201,2.1091156005859375,1.8032647371292114
167.295,2.1108713150024414,1.8050130605697632
167.398,2.112626791000366,1.806761384010315
167.504,2.114382266998291,1.8085098266601562
167.599,2.116137981414795,1.810258150100708
167.699,2.1178934574127197,1.8120064735412598
167.8,2.1196489334106445,1.813754677772522
167.901,2.121366262435913,1.815466046333313
168.006,2.1230835914611816,1.8171772956848145
168.104,2.12480092048645,1.818888545036316
168.196,2.1265180110931396,1.8205997943878174
168.3,2.128235340118408,1.8223110437393188
168.401,2.1299526691436768,1.8240221738815308
168.5,2.1316699981689453,1.8257334232330322
168.589,2.1333870887756348,1.8274446725845337
168.698,2.1351044178009033,1.8291559219360352
168.801,2.136821746826172,1.8308671712875366
168.901,2.1385018825531006,1.8325425386428833
168.981,2.1401822566986084,1.8342177867889404
169.102,2.141862392425537,1.8358930349349976
169.198,2.143542528152466,1.8375682830810547
169.298,2.1452226638793945,1.8392435312271118
169.398,2.1469027996063232,1.8409188985824585
169.482,2.148582935333252,1.8425941467285156
169.601,2.1502633094787598,1.8442693948745728
169.701,2.1519434452056885,1.8459447622299194
169.799,2.153623580932617,1.8476200103759766
169.9,2.1552679538726807,1.8492604494094849
169.996,2.156912326812744,1.8509008884429932
170.101,2.1585564613342285,1.8525413274765015
170.206,2.160200834274292,1.8541817665100098
170.301,2.1618449687957764,1.855822205543518
170.4,2.16348934173584,1.8574626445770264
170.504,2.1651337146759033,1.8591030836105347
170.598,2.1667778491973877,1.860743522644043
170.699,2.168422222137451,1.8623839616775513
170.797,2.1700663566589355,1.8640244007110596
170.905,2.17167592048645,1.865631103515625
171.001,2.173285484313965,1.8672376871109009
171.1,2.1748950481414795,1.8688443899154663
171.204,2.176504373550415,1.8704509735107422
171.293,2.1781139373779297,1.872057557106018
171.398,2.1797232627868652,1.8736642599105835
171.496,2.18133282661438,1.8752708435058594
171.6,2.1829423904418945,1.8768775463104248
171.695,2.18455171585083,1.8784842491149902
171.798,2.1861612796783447,1.8800908327102661
171.895,2.187737226486206,1.881664752960205
171.998,2.1893129348754883,1.883238673210144
172.104,2.1908886432647705,1.884812593460083
172.198,2.192464590072632,1.886386513710022
172.304,2.194040298461914,1.887960433959961
172.395,2.1956160068511963,1.8895343542099
172.493,2.1971919536590576,1.8911082744598389
172.594,2.19876766204834,1.8926821947097778
172.702,2.200343370437622,1.8942559957504272
172.795,2.2019193172454834,1.8958299160003662
172.899,2.203462600708008,1.8973721265792847
172.99,2.205005645751953,1.8989143371582031
173.101,2.2065489292144775,1.9004565477371216
173.2,2.208091974258423,1.90199875831604
173.292,2.2096352577209473,1.903541088104248
173.404,2.2111785411834717,1.905083179473877
173.498,2.212721586227417,1.9066253900527954
173.602,2.2142648696899414,1.9081677198410034
173.702,2.215808153152466,1.9097099304199219
173.799,2.217351198196411,1.9112521409988403
173.898,2.218863010406494,1.9127635955810547
174.001,2.220374584197998,1.9142751693725586
174.102,2.221886396408081,1.9157867431640625
174.198,2.223397970199585,1.9172981977462769
174.301,2.224909543991089,1.9188097715377808
174.4,2.2264211177825928,1.9203212261199951
174.506,2.227932929992676,1.921832799911499
174.602,2.2294445037841797,1.9233442544937134
174.701,2.2309560775756836,1.9248558282852173
174.794,2.2324678897857666,1.9263674020767212
174.876,2.2339489459991455,1.9278491735458374
175.002,2.2354302406311035,1.9293309450149536
175.103,2.2369112968444824,1.9308128356933594
175.204,2.2383925914764404,1.9322947263717651
175.298,2.2398736476898193,1.9337764978408813
175.397,2.2413549423217773,1.935258388519287
175.496,2.2428359985351562,1.9367401599884033
175.598,2.244317054748535,1.9382219314575195
175.699,2.245798349380493,1.9397038221359253
175.801,2.247279405593872,1.941185712814331
175.9,2.24876070022583,1.9426674842834473
176,2.250241756439209,1.9441492557525635
176.949,2.251723051071167,1.9456311464309692
176.949,2.253204107284546,1.9471129179000854
176.949,2.254685163497925,1.9485948085784912
176.949,2.256166458129883,1.9500765800476074
176.949,2.2576181888580322,1.9515297412872314
176.949,2.2590696811676025,1.952982783317566
176.949,2.260521411895752,1.9544358253479004
176.949,2.2619731426239014,1.9558888673782349
176.949,2.2634246349334717,1.9573420286178589
177,2.264876365661621,1.9587950706481934
177.1,2.2662994861602783,1.960220456123352
177.2,2.2677228450775146,1.9616458415985107
177.305,2.269145965576172,1.9630711078643799
177.398,2.270569086074829,1.9644964933395386
177.506,2.2719924449920654,1.9659217596054077
177.601,2.2734155654907227,1.9673471450805664
177.703,2.27483868598938,1.9687724113464355
177.801,2.276261806488037,1.9701977968215942
177.905,2.2776577472686768,1.9715962409973145
178.005,2.279053211212158,1.9729948043823242
178.103,2.2804489135742188,1.9743932485580444
178.194,2.2818446159362793,1.9757918119430542
178.311,2.28324031829834,1.9771902561187744
178.397,2.2846360206604004,1.9785888195037842
178.485,2.286031723022461,1.979987382888794
178.602,2.2874274253845215,1.9813858270645142
178.702,2.288823127746582,1.9827842712402344
178.798,2.2902188301086426,1.9841828346252441
178.905,2.291614532470703,1.9855812788009644
178.976,2.2929837703704834,1.9869539737701416
179.096,2.2943530082702637,1.9883265495300293
179.202,2.295722007751465,1.989699125289917
179.304,2.297091245651245,1.9910718202590942
179.397,2.2984602451324463,1.992444396018982
179.501,2.2998294830322266,1.9938169717788696
179.601,2.301198720932007,1.9951896667480469
179.701,2.302567720413208,1.9965622425079346
179.798,2.3039369583129883,1.9979348182678223
179.897,2.3053061962127686,1.99930739402771
180.001,2.306649684906006,2.000654935836792
180.096,2.307993173599243,2.002002716064453
180.198,2.3093369007110596,2.003350257873535
180.298,2.310680389404297,2.0046980381011963
180.401,2.3120241165161133,2.0060455799102783
180.501,2.3133676052093506,2.0073931217193604
180.601,2.314711093902588,2.0087409019470215
180.699,2.3160548210144043,2.0100884437561035
180.801,2.3173983097076416,2.0114362239837646
180.901,2.3187172412872314,2.0127596855163574
180.994,2.3200364112854004,2.0140833854675293
181.102,2.3213553428649902,2.015406847000122
181.198,2.32267427444458,2.016730546951294
181.296,2.32399320602417,2.0180540084838867
181.395,2.3253121376037598,2.0193774700164795
181.5,2.3266310691833496,2.0207011699676514
181.597,2.3279500007629395,2.0220248699188232
181.7,2.3292689323425293,2.023348331451416
181.801,2.330587863922119,2.024671792984009
181.902,2.331907033920288,2.0259954929351807
181.998,2.333202362060547,2.0272960662841797
182.096,2.3344974517822266,2.0285964012145996
182.203,2.3357927799224854,2.0298967361450195
182.3,2.337088108062744,2.0311973094940186
182.4,2.338383436203003,2.0324976444244385
182.507,2.3396787643432617,2.0337982177734375
182.601,2.3409738540649414,2.0350985527038574
182.696,2.3422691822052,2.0363991260528564
182.794,2.343564510345459,2.0376994609832764
182.9,2.344836950302124,2.03897762298584
183,2.346109628677368,2.0402557849884033
183.101,2.347382068634033,2.041533946990967
183.2,2.3486547470092773,2.0428123474121094
183.284,2.3499271869659424,2.044090509414673
183.401,2.3511996269226074,2.0453686714172363
183.5,2.3524723052978516,2.0466468334198
183.606,2.3537447452545166,2.0479249954223633
183.706,2.3550171852111816,2.0492031574249268
183.798,2.356289863586426,2.0504813194274902
183.896,2.3575406074523926,2.0517382621765137
184.003,2.3587913513183594,2.052994966506958
184.096,2.360041856765747,2.0542519092559814
184.201,2.361292600631714,2.055508852005005
184.302,2.3625433444976807,2.056765556335449
184.399,2.3637940883636475,2.0580224990844727
184.497,2.3650448322296143,2.059279441833496
184.6,2.366295337677002,2.0605361461639404
184.7,2.3675460815429688,2.061793088912964
184.798,2.3687968254089355,2.063049793243408
184.902,2.3700475692749023,2.0643067359924316
185,2.3712658882141113,2.0655357837677
185.099,2.3712611198425293,2.065533399581909
185.201,2.371255874633789,2.0655298233032227
185.303,2.371250629425049,2.0655264854431152
185.397,2.3712451457977295,2.0655229091644287
185.498,2.37123966217041,2.065519094467163
185.599,2.37123441696167,2.0655152797698975
185.693,2.371229410171509,2.06551194190979
185.802,2.3712241649627686,2.0655083656311035
