time (seconds),encoderLeft (meters),encoderRight (meters)
269.998,62.1757698059082,62.361366271972656
270.104,62.1757698059082,62.361366271972656
270.209,62.1757698059082,62.361366271972656
270.295,62.1757698059082,62.361366271972656
270.413,62.1757698059082,62.361366271972656
270.496,62.1757698059082,62.361366271972656
270.609,62.1757698059082,62.361366271972656
270.69,62.1757698059082,62.361366271972656
270.807,62.1757698059082,62.361366271972656
270.897,62.1757698059082,62.361366271972656
270.992,62.1757698059082,62.361366271972656
271.104,62.1757698059082,62.361366271972656
271.2,62.1757698059082,62.361366271972656
271.302,62.1757698059082,62.361366271972656
271.397,62.1757698059082,62.361366271972656
271.516,62.1757698059082,62.361366271972656
271.6,62.1757698059082,62.361366271972656
271.696,62.1757698059082,62.361366271972656
271.814,62.1757698059082,62.361366271972656
271.9,62.1757698059082,62.361366271972656
272.003,62.1757698059082,62.361366271972656
272.103,62.1757698059082,62.361366271972656
272.212,62.1757698059082,62.361366271972656
272.303,62.1757698059082,62.361366271972656
272.4,62.1757698059082,62.361366271972656
272.504,62.1757698059082,62.361366271972656
272.601,62.1757698059082,62.361366271972656
272.704,62.1757698059082,62.361366271972656
272.806,62.1757698059082,62.361366271972656
272.893,62.1757698059082,62.361366271972656
272.999,62.1757698059082,62.361366271972656
273.103,62.1757698059082,62.361366271972656
273.202,62.1757698059082,62.361366271972656
273.302,62.1757698059082,62.361366271972656
273.395,62.1757698059082,62.361366271972656
273.496,62.1757698059082,62.361366271972656
273.602,62.1757698059082,62.361366271972656
273.705,62.1757698059082,62.361366271972656
273.806,62.1757698059082,62.361366271972656
273.899,62.1757698059082,62.361366271972656
273.995,62.1757698059082,62.361366271972656
274.106,62.1757698059082,62.361366271972656
274.203,62.1757698059082,62.361366271972656
274.3,62.1757698059082,62.361366271972656
274.399,62.1757698059082,62.361366271972656
274.491,62.1757698059082,62.361366271972656
274.602,62.1757698059082,62.361366271972656
274.699,62.1757698059082,62.361366271972656
274.799,62.1757698059082,62.361366271972656
274.902,62.1757698059082,62.361366271972656
275.001,62.1757698059082,62.361366271972656
275.101,62.1757698059082,62.361366271972656
275.204,62.1757698059082,62.361366271972656
275.308,62.1757698059082,62.361366271972656
275.403,62.1757698059082,62.361366271972656
275.508,62.1757698059082,62.361366271972656
275.604,62.1757698059082,62.361366271972656
275.711,62.1757698059082,62.361366271972656
275.801,62.1757698059082,62.361366271972656
275.898,62.1757698059082,62.361366271972656
275.995,62.1757698059082,62.361366271972656
276.098,62.1757698059082,62.361366271972656
276.203,62.1757698059082,62.361366271972656
276.302,62.1757698059082,62.361366271972656
276.393,62.1757698059082,62.361366271972656
276.501,62.1757698059082,62.361366271972656
276.595,62.1757698059082,62.361366271972656
276.711,62.1757698059082,62.361366271972656
276.801,62.1757698059082,62.361366271972656
276.898,62.1757698059082,62.361366271972656
276.991,62.1757698059082,62.361366271972656
277.094,62.1757698059082,62.361366271972656
277.198,62.1757698059082,62.361366271972656
277.302,62.1757698059082,62.361366271972656
277.401,62.1757698059082,62.361366271972656
277.502,62.1757698059082,62.361366271972656
277.601,62.1757698059082,62.361366271972656
277.698,62.1757698059082,62.361366271972656
277.795,62.1757698059082,62.361366271972656
277.895,62.1757698059082,62.361366271972656
277.999,62.1757698059082,62.361366271972656
278.109,62.1757698059082,62.361366271972656
278.197,62.1757698059082,62.361366271972656
278.301,62.1757698059082,62.361366271972656
278.402,62.1757698059082,62.361366271972656
278.501,62.1757698059082,62.361366271972656
278.6,62.1757698059082,62.361366271972656
278.701,62.1757698059082,62.361366271972656
278.796,62.1757698059082,62.361366271972656
278.902,62.1757698059082,62.361366271972656
279.005,62.1757698059082,62.361366271972656
279.102,62.1757698059082,62.361366271972656
279.197,62.1757698059082,62.361366271972656
279.295,62.1757698059082,62.361366271972656
279.394,62.1757698059082,62.361366271972656
279.496,62.1757698059082,62.361366271972656
279.602,62.1757698059082,62.361366271972656
279.703,62.1757698059082,62.361366271972656
279.8,62.1757698059082,62.361366271972656
279.899,62.1757698059082,62.361366271972656
279.998,62.1757698059082,62.361366271972656
280.093,62.1757698059082,62.361366271972656
280.2,62.1757698059082,62.361366271972656
280.304,62.1757698059082,62.361366271972656
280.403,62.1757698059082,62.361366271972656
280.499,62.1757698059082,62.361366271972656
280.598,62.1757698059082,62.361366271972656
280.701,62.1757698059082,62.361366271972656
280.804,62.1757698059082,62.361366271972656
280.9,62.1757698059082,62.361366271972656
280.994,62.1757698059082,62.361366271972656
281.109,62.1757698059082,62.361366271972656
281.211,62.1757698059082,62.361366271972656
281.297,62.1757698059082,62.361366271972656
281.396,62.1757698059082,62.361366271972656
281.501,62.1757698059082,62.361366271972656
281.602,62.1757698059082,62.361366271972656
281.711,62.1757698059082,62.361366271972656
281.798,62.1757698059082,62.361366271972656
281.891,62.1757698059082,62.361366271972656
281.997,62.1757698059082,62.361366271972656
282.103,62.1757698059082,62.361366271972656
282.197,62.1757698059082,62.361366271972656
282.306,62.1757698059082,62.361366271972656
282.401,62.1757698059082,62.361366271972656
282.501,62.1757698059082,62.361366271972656
282.596,62.1757698059082,62.361366271972656
282.707,62.1757698059082,62.361366271972656
282.802,62.1757698059082,62.361366271972656
282.894,62.1757698059082,62.361366271972656
283.001,62.1757698059082,62.361366271972656
283.093,62.1757698059082,62.361366271972656
283.202,62.1757698059082,62.361366271972656
283.309,62.1757698059082,62.361366271972656
283.402,62.1757698059082,62.361366271972656
283.502,62.1757698059082,62.361366271972656
283.598,62.1757698059082,62.361366271972656
283.707,62.1757698059082,62.361366271972656
283.803,62.1757698059082,62.361366271972656
283.9,62.1757698059082,62.361366271972656
284.004,62.1757698059082,62.361366271972656
284.103,62.1757698059082,62.361366271972656
284.204,62.1757698059082,62.361366271972656
284.304,62.1757698059082,62.361366271972656
284.399,62.1757698059082,62.361366271972656
284.491,62.1757698059082,62.361366271972656
284.603,62.1757698059082,62.361366271972656
284.706,62.1757698059082,62.361366271972656
284.794,62.1757698059082,62.361366271972656
284.9,62.1757698059082,62.361366271972656
284.992,62.1757698059082,62.361366271972656
285.089,62.1757698059082,62.361366271972656
285.201,62.1757698059082,62.361366271972656
285.299,62.1757698059082,62.361366271972656
285.402,62.1757698059082,62.361366271972656
285.502,62.1757698059082,62.361366271972656
285.6,62.1757698059082,62.361366271972656
285.705,62.1757698059082,62.361366271972656
285.8,62.1757698059082,62.361366271972656
285.912,62.1757698059082,62.361366271972656
285.996,62.1757698059082,62.361366271972656
286.106,62.1757698059082,62.361366271972656
286.181,62.1757698059082,62.361366271972656
286.295,62.1757698059082,62.361366271972656
286.401,62.1757698059082,62.361366271972656
286.502,62.1757698059082,62.361366271972656
286.601,62.1757698059082,62.361366271972656
286.709,62.1757698059082,62.361366271972656
286.803,62.1757698059082,62.361366271972656
286.903,62.1757698059082,62.361366271972656
286.992,62.1757698059082,62.361366271972656
287.11,62.1757698059082,62.361366271972656
287.2,62.1757698059082,62.361366271972656
287.29,62.1757698059082,62.361366271972656
287.403,62.1757698059082,62.361366271972656
287.507,62.1757698059082,62.361366271972656
287.601,62.1757698059082,62.361366271972656
287.695,62.1757698059082,62.361366271972656
